나이,BM지수등급,성별,추천운동명
30대,2단계비만,여자,가슴 어깨 펴기
30대,2단계비만,여자,폼롤러 이용 유연성운동 루틴 프로그램
30대,2단계비만,여자,짐볼 앉기 평형성 운동 루틴 프로그램
30대,2단계비만,여자,골반 스트레칭2
30대,2단계비만,여자,매달려서 다리 들기
30대,2단계비만,여자,목봉잡고 앉았다 일어나기
30대,2단계비만,여자,밴드 잡고 누워서 다리 밀기
30대,2단계비만,여자,몸통 들어올리기
30대,2단계비만,여자,온 몸 뻗어주기
30대,2단계비만,여자,빠르게 무릎들어 뛰기
30대,2단계비만,여자,앉아서 다리 올리기
30대,2단계비만,여자,짐볼 윗몸일으키기
30대,2단계비만,여자,의자에 앉아 가슴 몸통 말아주기
30대,1단계비만,남자,팔 당기기
30대,1단계비만,남자,빠르게 무릎 올려 찍기
30대,1단계비만,남자,다리뻗어 상체 숙이기
30대,1단계비만,여자,굽힘 밸런스운동-60~120도 사이
30대,1단계비만,여자,자가근막이완술 루틴 스트레칭
30대,1단계비만,여자,하지 루틴 스트레칭2
30대,1단계비만,여자,짐볼 앉기 평형성 운동 루틴 프로그램
30대,1단계비만,여자,무릎굽혀 원 그리기
30대,1단계비만,여자,버피 테스트
30대,1단계비만,여자,바벨 끌어당기기
30대,1단계비만,여자,앉았다 일어서기
30대,1단계비만,여자,한발 앞으로 내밀고 앉았다 일어서기
30대,1단계비만,여자,볼 튕기면서 스쿼트
30대,1단계비만,여자,등/어깨 뒤쪽 스트레칭
30대,1단계비만,여자,줄넘기
30대,1단계비만,여자,아래 팔 스트레칭
30대,1단계비만,여자,유산소 운동 전 동적 루틴 스트레칭
30대,1단계비만,여자,몸통 들어올리기
30대,1단계비만,남자,엉덩이 스트레칭
30대,1단계비만,남자,목 스트레칭
30대,1단계비만,남자,조깅
30대,1단계비만,남자,상지 루틴 스트레칭
30대,1단계비만,남자,하지 루틴 스트레칭1
30대,1단계비만,남자,누워서 다리 들어올리기
30대,1단계비만,남자,팔굽혀펴기
30대,1단계비만,남자,손목 펴기/굽히기
30대,1단계비만,남자,서서 상체 일으키기
30대,1단계비만,남자,턱걸이
30대,1단계비만,남자,탄력밴드 어깨 가쪽 돌림
30대,1단계비만,남자,옆구리늘리기
30대,1단계비만,남자,작은 공을 이용한 동적 루틴 스트레칭
30대,1단계비만,남자,유산소 운동 전 동적 루틴 스트레칭
30대,1단계비만,남자,짐볼을 이용한 동적 루틴 스트레칭
30대,1단계비만,여자,전신 루틴 스트레칭
30대,1단계비만,여자,자가근막이완술 루틴 스트레칭
30대,1단계비만,여자,목 스트레칭
30대,1단계비만,여자,엉덩이 스트레칭
30대,1단계비만,여자,팔 당기기
30대,1단계비만,여자,몸통 스트레칭
30대,1단계비만,여자,무릎굽혀 원 그리기
30대,1단계비만,여자,짐볼 앉기 평형성 운동 루틴 프로그램
30대,1단계비만,여자,누워서 배가로근 수축 I
30대,1단계비만,여자,수동적 관절가동범위 운동
30대,1단계비만,여자,밴드 잡고 누워서 다리 밀기
30대,1단계비만,여자,목봉잡고 앉았다 일어나기
30대,1단계비만,여자,몸통 들어올리기
30대,1단계비만,여자,매달려서 다리 들기
30대,1단계비만,여자,원판던지기
30대,1단계비만,여자,계단 올라갔다 내려오기
30대,1단계비만,여자,달리기
30대,1단계비만,여자,물당기기/밀기
30대,비만전단계비만,남자,자가근막이완술 루틴 스트레칭
30대,비만전단계비만,남자,상지 루틴 스트레칭
30대,비만전단계비만,남자,무릎굽혀 원 그리기
30대,비만전단계비만,남자,조깅
30대,비만전단계비만,남자,하지 루틴 스트레칭2
30대,비만전단계비만,남자,넙다리 뒤쪽 스트레칭
30대,비만전단계비만,남자,좌식생활자를 위한 동적 루틴 스트레칭
30대,비만전단계비만,남자,상지 루틴 스트레칭
30대,비만전단계비만,남자,볼 튕기면서 스쿼트
30대,비만전단계비만,남자,앉았다 일어서기
30대,비만전단계비만,남자,등/어깨 뒤쪽 스트레칭
30대,비만전단계비만,남자,하지 루틴 스트레칭1
30대,비만전단계비만,남자,상지 루틴 스트레칭
30대,비만전단계비만,남자,허리 스트레칭
30대,비만전단계비만,남자,목 스트레칭
30대,비만전단계비만,남자,전신 루틴 스트레칭
30대,비만전단계비만,남자,상지 루틴 스트레칭
30대,비만전단계비만,남자,엉덩이 스트레칭
30대,비만전단계비만,남자,목 스트레칭
30대,비만전단계비만,남자,조깅
30대,비만전단계비만,남자,엉덩이 스트레칭
30대,비만전단계비만,남자,좌식생활자를 위한 동적 루틴 스트레칭
30대,비만전단계비만,남자,하지 루틴 스트레칭1
30대,비만전단계비만,남자,전신 루틴 스트레칭
30대,비만전단계비만,남자,상지 루틴 스트레칭
30대,비만전단계비만,남자,폼롤러 이용 유연성운동 루틴 프로그램
30대,비만전단계비만,남자,탄력밴드 어깨 가쪽 돌림
30대,비만전단계비만,남자,옆구리늘리기
30대,비만전단계비만,남자,목 스트레칭
30대,비만전단계비만,남자,허리 스트레칭
30대,비만전단계비만,남자,양발 벌려 무릎 밀어내기
30대,비만전단계비만,남자,박스 운동  루틴프로그램
30대,비만전단계비만,남자,무릎굽혀 원 그리기
30대,비만전단계비만,남자,조깅
30대,비만전단계비만,남자,하지 루틴 스트레칭1
30대,비만전단계비만,남자,좌식생활자를 위한 동적 루틴 스트레칭
30대,비만전단계비만,남자,몸통 들어올리기
30대,비만전단계비만,남자,목봉잡고 앉았다 일어나기
30대,비만전단계비만,남자,밴드 잡고 누워서 다리 밀기
30대,비만전단계비만,남자,무릎굽혀 원 그리기
30대,비만전단계비만,남자,목 돌리기
30대,비만전단계비만,남자,줄넘기
30대,비만전단계비만,남자,아래 팔 스트레칭
30대,비만전단계비만,남자,허리 스트레칭
30대,비만전단계비만,여자,고양이 자세
30대,비만전단계비만,여자,짐볼 앉기 평형성 운동 루틴 프로그램
30대,비만전단계비만,여자,조깅
30대,비만전단계비만,여자,자가근막이완술 루틴 스트레칭
30대,비만전단계비만,여자,무릎굽혀 원 그리기
30대,비만전단계비만,여자,상지 루틴 스트레칭
30대,비만전단계비만,여자,등/어깨 뒤쪽 스트레칭
30대,비만전단계비만,여자,좌식생활자를 위한 동적 루틴 스트레칭
30대,비만전단계비만,여자,계단 뛰어 오르기
30대,비만전단계비만,여자,볼 튕기면서 스쿼트
30대,비만전단계비만,여자,테이블 이용하여 팔 들어 올리기
30대,비만전단계비만,여자,비스듬히 누워서 밀기
30대,비만전단계비만,여자,목 스트레칭
30대,비만전단계비만,여자,허리 스트레칭
30대,비만전단계비만,여자,몸통 들어올리기
30대,비만전단계비만,여자,엉덩이 스트레칭
30대,비만전단계비만,여자,등/어깨 뒤쪽 스트레칭
30대,비만전단계비만,여자,넙다리 뒤쪽 스트레칭
30대,비만전단계비만,여자,폼롤러 이용 유연성운동 루틴 프로그램
30대,비만전단계비만,여자,가슴 어깨 펴기
30대,비만전단계비만,여자,옆구리늘리기
30대,비만전단계비만,여자,탄력밴드 어깨 가쪽 돌림
30대,비만전단계비만,여자,허리 스트레칭
30대,비만전단계비만,여자,맨몸운동  루틴프로그램
30대,비만전단계비만,여자,의자에 앉아 가슴 몸통 말아주기
30대,비만전단계비만,여자,메디신볼 운동  루틴프로그램
30대,비만전단계비만,여자,무릎굽혀 원 그리기
30대,비만전단계비만,여자,짐볼 앉기 평형성 운동 루틴 프로그램
30대,비만전단계비만,여자,사다리 좌우 뛰기
30대,비만전단계비만,여자,목봉잡고 앉았다 일어나기
30대,비만전단계비만,여자,밴드 잡고 누워서 다리 밀기
30대,비만전단계비만,여자,볼 튕기면서 스쿼트
30대,비만전단계비만,여자,몸통 들어올리기
30대,비만전단계비만,여자,순간반응 콘 찍기 2
30대,비만전단계비만,여자,아쿠아로빅 심폐지구력운동 루틴 프로그램
30대,비만전단계비만,여자,누워 무릎 교차 올리기
30대,비만전단계비만,여자,앉아서 양팔 당기기
30대,비만전단계비만,여자,몸통 들어올리기
30대,저체중,남자,등/어깨 뒤쪽 스트레칭
30대,저체중,여자,서서 한팔 들어 오른쪽 왼쪽 뻗기
30대,저체중,여자,팔 당기기
30대,저체중,여자,자세낮춰 이동하기
30대,저체중,여자,짐볼 앉기 평형성 운동 루틴 프로그램
30대,저체중,여자,무릎굽혀 원 그리기
30대,저체중,여자,바벨들어올리기
30대,저체중,여자,바벨 끌어당기기
30대,저체중,여자,한발 앞으로 내밀고 앉았다 일어서기
30대,저체중,여자,앉았다 일어서기
30대,저체중,여자,볼 튕기면서 스쿼트
30대,저체중,여자,목 스트레칭
30대,저체중,여자,등/어깨 뒤쪽 스트레칭
30대,저체중,여자,가슴/어깨 앞쪽 스트레칭
30대,저체중,여자,트레드밀에서 걷기
30대,저체중,여자,몸통 들어올리기
30대,저체중,남자,전신 루틴 스트레칭
30대,저체중,남자,상지 루틴 스트레칭
30대,저체중,남자,목 스트레칭
30대,저체중,남자,엉덩이 스트레칭
30대,저체중,남자,조깅
30대,저체중,남자,엎드려서 팔 다리 들기
30대,저체중,남자,손목 펴기/굽히기
30대,저체중,남자,팔굽혀펴기
30대,저체중,남자,누워서 다리 들어올리기
30대,저체중,남자,서서 상체 일으키기
30대,저체중,남자,폼롤러 이용 유연성운동 루틴 프로그램
30대,저체중,남자,가슴 어깨 펴기
30대,저체중,남자,탄력밴드 어깨 가쪽 돌림
30대,저체중,남자,옆구리늘리기
30대,저체중,남자,목 스트레칭
30대,저체중,남자,발 바꿔 뛰기
30대,저체중,남자,골다공증을 위한 스트레칭
30대,저체중,남자,베개 밟고 교차 서기
30대,저체중,남자,폼롤러 앞으로 굴리기
30대,저체중,남자,척추 스트레칭
30대,저체중,남자,바벨 끌어당기기
30대,저체중,남자,앉았다 일어서기
30대,저체중,남자,한발 앞으로 내밀고 앉았다 일어서기
30대,저체중,남자,바벨들어올리기
30대,저체중,남자,서서 바벨 위로 밀기
30대,저체중,남자,줄넘기
30대,저체중,남자,아래 팔 스트레칭
30대,저체중,남자,등/어깨 뒤쪽 스트레칭
30대,저체중,남자,트레드밀에서 걷기
30대,저체중,남자,가슴/어깨 앞쪽 스트레칭
30대,정상,남자,하지 루틴 스트레칭2
30대,정상,남자,누워서 엉덩이 들어올리기
30대,정상,남자,달리기
30대,정상,남자,엎드려 버티기
30대,정상,남자,앉았다 일어서기
30대,정상,남자,등/어깨 뒤쪽 스트레칭
30대,정상,남자,하지 루틴 스트레칭1
30대,정상,남자,상지 루틴 스트레칭
30대,정상,남자,목 스트레칭
30대,정상,남자,유산소 운동 전 동적 루틴 스트레칭
30대,저체중,여자,짐볼 앉기 평형성 운동 루틴 프로그램
30대,저체중,여자,엉덩이 스트레칭
30대,저체중,여자,목 스트레칭
30대,저체중,여자,무릎굽혀 원 그리기
30대,저체중,여자,조깅
30대,저체중,여자,넙다리 뒤쪽 스트레칭
30대,저체중,여자,엉덩이 스트레칭
30대,저체중,여자,네발기기 자세에서 다리 위로 뻗어올리기
30대,저체중,여자,누워서 배가로근 수축 II
30대,저체중,여자,네발기기 자세로 팔 다리 들기
30대,저체중,여자,허리 스트레칭
30대,저체중,여자,폼롤러 이용 유연성운동 루틴 프로그램
30대,저체중,여자,탄력밴드 어깨 가쪽 돌림
30대,저체중,여자,옆구리늘리기
30대,저체중,여자,가슴 어깨 펴기
30대,정상,남자,목 스트레칭
30대,정상,남자,엉덩이 스트레칭
30대,정상,남자,전신 루틴 스트레칭
30대,정상,남자,조깅
30대,정상,남자,폼롤러 앞으로 굴리기
30대,정상,남자,어깨 스트레칭
30대,정상,남자,한 발 끌어당기기
30대,정상,남자,짐볼 앉기 평형성 운동 루틴 프로그램
30대,정상,남자,하지 루틴 스트레칭2
30대,정상,남자,앉아서 다리 펴기
30대,정상,남자,앉았다 일어서기
30대,정상,남자,몸통 들어올리기
30대,정상,남자,밴드 잡고 누워서 다리 밀기
30대,정상,남자,목봉잡고 앉았다 일어나기
30대,정상,남자,목 돌리기
30대,정상,남자,무릎굽혀 원 그리기
30대,정상,남자,앉아서 밴드 잡고 몸통 돌리기
30대,정상,남자,상지 루틴 스트레칭
30대,정상,남자,하지 루틴 스트레칭1
30대,정상,여자,등/어깨 뒤쪽 스트레칭
30대,정상,여자,자가근막이완술 루틴 스트레칭
30대,정상,여자,짐볼 앉기 평형성 운동 루틴 프로그램
30대,정상,여자,무릎굽혀 원 그리기
30대,정상,여자,하지 루틴 스트레칭2
30대,정상,여자,앉았다 일어서기
30대,정상,여자,조깅
30대,정상,여자,버피 테스트
30대,정상,여자,볼 튕기면서 스쿼트
30대,정상,여자,앉았다 일어서기
30대,정상,여자,하지 루틴 스트레칭1
30대,정상,여자,상지 루틴 스트레칭
30대,정상,여자,유산소 운동 전 동적 루틴 스트레칭
30대,정상,여자,몸통 들어올리기
30대,정상,여자,앉아서 밴드 잡고 몸통 돌리기
30대,정상,여자,네발기기 자세에서 다리 위로 뻗어올리기
30대,정상,여자,누워서 배가로근 수축 II
30대,정상,여자,네발기기 자세로 팔 다리 들기
30대,정상,여자,탄력밴드 어깨 가쪽 돌림
30대,정상,여자,옆구리늘리기
30대,정상,여자,가슴 어깨 펴기
30대,비만전단계비만,여자,옆구리 스트레칭
30대,비만전단계비만,여자,등/어깨 뒤쪽 스트레칭
30대,비만전단계비만,여자,목 스트레칭
30대,3단계비만,남자,척추 스트레칭
30대,3단계비만,남자,균형 걷기
